-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                             Marker lineage            # genomes   # markers   # marker sets   Completeness   Contamination   Strain heterogeneity   Genome size (bp)   # ambiguous bases   # scaffolds   # contigs   N50 (scaffolds)   N50 (contigs)   Mean scaffold length (bp)   Mean contig length (bp)   Longest scaffold (bp)   Longest contig (bp)     GC    GC std (scaffolds > 1kbp)   Coding density   Translation table   # predicted genes    0     1     2    3    4    5+  
  metabat.389.contigs            k__Bacteria (UID3187)            2258        190           119           96.64            2.52              33.33               2334846                0                48           48           91359            91359                 48642                      48642                    173077                 173077         39.91              1.77                 91.70                11                 2381          4    183    3    0    0    0   
  metabat.95.contigs             k__Bacteria (UID2982)             88         230           148           96.62           31.81              12.00               5606275                0               914          914            7177             7177                  6133                       6133                    42270                  42270          52.82              2.25                 88.50                11                 5467          6    167    48   9    0    0   
  metabat.79_sub.contigs         s__algicola (UID2846)             47         571           303           96.37           32.10              24.86               4409049                0               364          364           17586            17586                 12112                      12112                    86552                  86552          41.59              1.38                 91.42                11                 4428          30   388   142   9    2    0   
  metabat.237.contigs       c__Betaproteobacteria (UID3959)       235         414           210           96.35            0.16               0.00               1994712                0                51           51           75032            75032                 39112                      39112                    233827                 233827         39.84              2.99                 87.20                11                 1988          13   400    1    0    0    0   
  metabat.80.contigs        c__Gammaproteobacteria (UID4267)      119         544           284           96.31            9.06               9.30               5685070                0               357          357           33723            33723                 15924                      15924                    132328                 132328         60.60              2.03                 88.44                11                 5623          15   492    34   3    0    0   
  metabat.5_sub.contigs     c__Alphaproteobacteria (UID3305)      564         349           230           96.03            3.03              66.67               6099336                0               459          459           21364            21364                 13288                      13288                    101801                 101801         60.09              3.66                 88.89                11                 6075          22   312    15   0    0    0   
  metabat.206.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           95.82            2.95              33.33               2603229                0               253          253           14468            14468                 10289                      10289                    80551                  80551          47.63              2.13                 92.33                11                 2772          22   504    18   0    0    0   
  metabat.403.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           95.80            9.50               2.00               3496492                0               291          291           22594            22594                 12015                      12015                    82333                  82333          39.49              1.77                 85.98                11                 3830          16   482    44   2    0    0   
  metabat.408_sub.contigs         k__Bacteria (UID203)            5449        104            58           95.69           33.59              64.38               6485357                0               571          571           16210            16210                 11357                      11357                    66284                  66284          57.41              1.60                 90.53                11                 6652          3     62    27   10   1    1   
  metabat.110.contigs            k__Bacteria (UID3187)            2258        188           117           95.51            1.78               0.00               4513671                0               142          142           62055            62055                 31786                      31786                    194502                 194502         63.53              0.79                 93.68                11                 3872          7    178    3    0    0    0   
  metabat.163.contigs            k__Bacteria (UID2495)            2993        147            91           95.40            8.16              15.38               5217774                0               348          348           26257            26257                 14993                      14993                    132674                 132674         67.64              1.11                 91.66                11                 4618          7    127    13   0    0    0   
  metabat.436_sub.contigs        k__Bacteria (UID2565)            2921        143            87           95.33           12.05              22.22               13666065               0               1334         1334          24007            24007                 10244                      10244                    144195                 144195         56.00              1.22                 88.03                11                11520          5    113    24   1    0    0   
  metabat.52.contigs             k__Bacteria (UID2570)            433         270           179           95.33            2.92              14.29               6060388                0               650          650           13514            13514                  9323                       9323                    59184                  59184          34.16              2.10                 89.12                11                 5768          18   245    7    0    0    0   
  metabat.409.contigs             k__Bacteria (UID203)            5449        104            58           95.30           40.86              30.00               4339623                0               739          739            6758             6758                  5872                       5872                    53250                  53250          63.33              1.17                 92.68                11                 4924          10    58    34   2    0    0   
  metabat.422.contigs            s__algicola (UID2846)             47         571           303           95.23            4.58              44.44               3016190                0               345          345           11487            11487                  8742                       8742                    51297                  51297          44.63              1.69                 92.81                11                 3052          23   523    24   1    0    0   
  metabat.154.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           94.75            5.40              72.73               6181138                0               820          820            9565             9565                  7537                       7537                    55591                  55591          50.66              3.04                 86.85                11                 6034          13   223    11   0    0    0   
  metabat.270.contigs             k__Bacteria (UID203)            5449        103            57           94.74            6.62              35.29               3837672                0               314          314           18138            18138                 12221                      12221                    75908                  75908          62.54              1.16                 94.75                11                 3677          3     83    17   0    0    0   
  metabat.223.contigs       c__Gammaproteobacteria (UID4202)       67         481           276           94.31           10.70              34.88               3556156                0               248          248           21606            21606                 14339                      14339                    89081                  89081          61.69              1.35                 93.44                11                 3366          29   411    40   1    0    0   
  207_sub.contigs           c__Gammaproteobacteria (UID4274)      112         581           290           94.15            7.12              63.64               3044358                0               582          582            6628             6628                  5230                       5230                    33798                  33798          50.27              3.68                 89.36                11                 3457          36   505    38   2    0    0   
  213_sub.contigs                k__Bacteria (UID2982)             88         229           147           94.04           12.27              20.00               9639163                0               1103         1103          11484            11484                  8739                       8739                    74935                  74935          59.57              1.58                 92.84                11                 8725          12   196    18   2    1    0   
  metabat.456.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           93.95            3.47              23.53               3182185                0               121          121           40185            40185                 26299                      26299                    120749                 120749         63.22              1.20                 91.93                11                 3052          29   500    14   1    0    0   
  metabat.19.contigs        c__Gammaproteobacteria (UID4274)      112         581           290           93.56            2.74              23.08               2689439                0               120          120           45345            45345                 22411                      22411                    140536                 140536         44.31              2.06                 89.34                11                 2780          25   543    13   0    0    0   
  metabat.148.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           93.53            8.56              24.07               7484872                0               689          689           15849            15849                 10863                      10863                    63844                  63844          70.46              2.23                 87.54                11                 6943          30   468    42   4    0    0   
  83_sub.contigs                  k__Bacteria (UID203)            5449        104            58           93.51           20.14              36.67               4459065                0               263          263           34355            34355                 16954                      16954                    115064                 115064         50.53              3.16                 87.30                11                 4165          10    66    27   1    0    0   
  metabat.238.contigs        g__Propionibacterium (UID1709)        27         904           205           93.43            1.14              43.75               2417321                0               227          227           15518            15518                 10648                      10648                    53239                  53239          60.14              2.06                 89.80                11                 2418          38   850    16   0    0    0   
  maxbin.0317_sub.contigs         k__Bacteria (UID203)            5449        104            58           93.13           37.10               6.90               6274520                0               1747         1747           5624             5624                  3591                       3591                    36689                  36689          55.79              4.17                 86.46                11                 7035          10    64    24   2    3    1   
  metabat.53.contigs             k__Bacteria (UID3187)            2258        188           117           93.11            4.70              33.33               4018662                0               348          348           16656            16656                 11547                      11547                    71464                  71464          58.39              1.18                 93.08                11                 3694          11   171    6    0    0    0   
  metabat.269.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           92.75            5.02              30.77               4208597                0               212          212           35426            35426                 19851                      19851                    89562                  89562          65.84              1.19                 93.81                11                 3881          15   219    13   0    0    0   
  maxbin.0204_sub.contigs         k__Bacteria (UID203)            5449        102            56           92.69           31.67               7.69               7289500                0               2280         2280           4131             4131                  3197                       3197                    30820                  30820          46.47              5.15                 82.42                11                 8374          6     67    24   5    0    0   
  metabat.90.contigs        c__Gammaproteobacteria (UID4267)      119         544           284           92.45           13.71               3.80               6334741                0               624          624           14622            14622                 10151                      10151                    57407                  57407          64.62              1.75                 91.10                11                 6159          48   431    58   7    0    0   
  metabat.262.contigs            k__Bacteria (UID3187)            2258        188           117           92.37           13.06               9.09               5245125                0               653          653           11363            11363                  8032                       8032                    58454                  58454          65.47              6.01                 90.68                11                 4852          15   153    19   1    0    0   
  metabat.358.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           92.10           18.12               3.67               5317578                0               897          897            7110             7110                  5928                       5928                    35638                  35638          62.47              4.41                 86.22                11                 5497          59   382   100   3    0    0   
  metabat.378.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           92.09            7.31              39.13               4411167                0               527          527           11046            11046                  8370                       8370                    45770                  45770          62.42              2.53                 89.01                11                 4530          24   304    20   1    0    0   
  metabat.29.contigs        c__Gammaproteobacteria (UID4443)      356         451           270           92.04           13.33               4.55               6455190                0               459          459           25060            25060                 14063                      14063                    125024                 125024         58.66              1.66                 92.42                11                 6437          24   369    54   4    0    0   
  metabat.334.contigs            k__Bacteria (UID2569)            434         278           186           91.83           12.69               6.06               7790330                0               1018         1018           9619             9619                  7652                       7652                    57624                  57624          35.54              1.98                 86.08                11                 6988          38   211    27   2    0    0   
  323_sub.contigs           c__Gammaproteobacteria (UID4274)      112         581           290           91.77           22.80               9.46               8223027                0               1104         1104           9136             9136                  7448                       7448                    55117                  55117          46.66              3.98                 84.49                11                 8959          44   458    56   16   2    5   
  metabat.228.contigs          p__Cyanobacteria (UID2192)          79         584           458           91.74            3.18              50.00               7687893                0               1071         1071           8735             8735                  7178                       7178                    41415                  41415          35.51              2.66                 79.72                11                 7758          42   524    17   1    0    0   
  maxbin.0082_sub.contigs         k__Bacteria (UID203)            5449        104            58           91.30           22.13               3.57               3742607                0               1694         1694           2369             2369                  2209                       2209                    30503                  30503          43.26              7.04                 83.64                11                 4819          12    68    22   2    0    0   
  320_sub.contigs           c__Gammaproteobacteria (UID4267)      119         544           284           91.29           88.64              16.20               7461866                0               1288         1288           7306             7306                  5793                       5793                    47125                  47125          60.39              2.59                 92.13                11                 8182          66   183   199   76   16   4   
  metabat.412_sub.contigs         k__Bacteria (UID203)            5449        104            58           91.22           32.41              10.00               6333012                0               854          854           11258            11258                  7415                       7415                    101432                 101432         62.60              2.33                 89.72                11                 6697          10    62    28   4    0    0   
  metabat.40.contigs        c__Gammaproteobacteria (UID4274)      112         581           290           91.12            4.58              69.23               2549608                0               321          321           10259            10259                  7942                       7942                    56338                  56338          38.80              1.66                 88.81                11                 2902          46   509    26   0    0    0   
  metabat.278_sub.contigs   c__Gammaproteobacteria (UID4444)      263         506           232           91.11           48.31               8.33               7829464                0               1334         1334           6791             6791                  5869                       5869                    53480                  53480          61.75              1.92                 91.75                11                 7973          62   265   147   28   3    1   
  metabat.72.contigs        c__Alphaproteobacteria (UID3305)      564         349           230           91.03            6.54              47.06               5253042                0               563          563           12288            12288                  9330                       9330                    75644                  75644          61.01              2.45                 89.14                11                 5337          29   303    17   0    0    0   
  metabat.371_sub.contigs   c__Alphaproteobacteria (UID3337)      468         388           250           90.85            8.04              26.67               4129440                0               614          614            8101             8101                  6725                       6725                    36041                  36041          60.31              2.27                 91.09                11                 4577          41   321    24   2    0    0   
  metabat.142.contigs       c__Gammaproteobacteria (UID4202)       67         481           276           90.82            9.13              30.61               4293373                0               412          412           15092            15092                 10420                      10420                    77006                  77006          57.01              1.88                 92.79                11                 4174          33   408    37   2    1    0   
  metabat.91_sub.contigs         k__Bacteria (UID2565)            2921        140            85           90.20            6.06              62.50               7687679                0               1073         1073           8891             8891                  7164                       7164                    42121                  42121          50.85              1.38                 86.16                11                 7117          12   120    8    0    0    0   
  43_sub.contigs                  k__Bacteria (UID203)            5449        104            58           89.97           44.75               2.50               5765402                0               654          654            9897             9897                  8815                       8815                    41350                  41350          57.04              2.35                 89.43                11                 6255          14    54    34   2    0    0   
  metabat.295.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           89.93            7.88              13.79               5512819                0               606          606           11924            11924                  9097                       9097                    52315                  52315          67.41              2.19                 89.54                11                 5725          36   288    23   2    0    0   
  49_sub.contigs                 k__Bacteria (UID3187)            2258        188           117           89.82           15.60              20.69               10665910               0               1879         1879           7286             7286                  5676                       5676                    43907                  43907          57.58              2.55                 85.82                11                11709          23   144    17   4    0    0   
  metabat.299.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           89.46           26.47              16.16               11097643               0               1716         1716           7640             7640                  6467                       6467                    74311                  74311          61.74              2.55                 84.33                11                11621          42   232    66   7    2    0   
  metabat.254.contigs            s__algicola (UID2846)             47         571           303           89.35            4.75              23.81               3040312                0               354          354           12464            12464                  8588                       8588                    48560                  48560          41.78              1.25                 93.37                11                 3072          65   468    36   2    0    0   
  metabat.424.contigs            k__Bacteria (UID3187)            2258        188           117           88.82            6.84              37.50               5893900                0               694          694           11124            11124                  8492                       8492                    41819                  41819          59.14              1.10                 88.54                11                 5178          19   161    8    0    0    0   
  metabat.3.contigs         c__Gammaproteobacteria (UID4267)      119         544           284           88.79            6.50              40.00               3190465                0               368          368           11243            11243                  8669                       8669                    96216                  96216          44.41              2.22                 86.38                11                 3222          47   468    26   3    0    0   
  metabat.275_sub.contigs   c__Alphaproteobacteria (UID3305)      564         349           230           88.68           34.72              11.85               7466130                0               1335         1335           6286             6286                  5592                       5592                    45879                  45879          64.62              2.81                 86.39                11                 8074          39   211    84   13   2    0   
  metabat.21.contigs        c__Deltaproteobacteria (UID3216)       83         247           155           88.66            8.94              15.79               4965613                0               509          509           12969            12969                  9755                       9755                    75066                  75066          67.89              1.57                 92.46                11                 5194          27   203    16   1    0    0   
  metabat.448_sub.contigs    f__Rhodobacteraceae (UID3356)         67         617           330           88.63            2.97              70.00               3750283                0               422          422           11262            11262                  8886                       8886                    63665                  63665          56.95              1.71                 89.77                11                 4061          77   522    17   1    0    0   
  maxbin.0090_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           88.60           22.92               7.58               7774773                0               1936         1936           6346             6346                  4015                       4015                    50320                  50320          46.83              4.20                 83.00                11                 8240          21   177    42   6    1    0   
  metabat.426.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           88.46            6.56              23.08               3865418                0               605          605            7432             7432                  6389                       6389                    31520                  31520          63.91              2.31                 89.81                11                 4161          34   295    17   3    0    0   
  metabat.442.contigs            k__Bacteria (UID1453)            901         171           117           88.03            1.71               0.00               2866178                0               375          375            9549             9549                  7643                       7643                    48325                  48325          63.47              0.99                 93.35                11                 3158          18   150    3    0    0    0   
  metabat.128_sub.contigs     p__Proteobacteria (UID3880)         1495        261           164           87.97           12.04               0.00               6914093                0               1039         1039           8833             8833                  6654                       6654                    57061                  57061          56.15              2.56                 86.82                11                 7321          33   197    28   3    0    0   
  metabat.268.contigs            s__algicola (UID2846)             47         571           303           87.49            8.71              26.00               3336438                0               430          430           10756            10756                  7759                       7759                    54551                  54551          33.87              2.26                 91.61                11                 3470          74   455    38   4    0    0   
  metabat.316_sub.contigs   c__Gammaproteobacteria (UID4274)      112         581           290           86.99           12.43               6.41               4836989                0               848          848            6631             6631                  5703                       5703                    34836                  34836          59.81              2.04                 86.25                11                 5068          73   450    48   10   0    0   
  metabat.337.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           86.88           16.21              41.51               5946884                0               717          717           11155            11155                  8294                       8294                    62973                  62973          61.47              1.09                 92.67                11                 5956          24   180    38   5    0    0   
  maxbin.0537_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           86.88           27.26              10.39               9722800                0               3206         3206           3856             3856                  3032                       3032                    37188                  37188          46.28              5.13                 79.80                11                11348          29   153    59   6    0    0   
  metabat.280_sub.contigs   c__Gammaproteobacteria (UID4274)      112         581           290           86.49            5.86               9.68               4719102                0               811          811            6690             6690                  5818                       5818                    34337                  34337          60.63              3.77                 85.33                11                 5060         109   443    28   1    0    0   
  metabat.129.contigs            k__Bacteria (UID3187)            2258        181           110           86.41            1.19              50.00               2788722                0               501          501            6176             6176                  5566                       5566                    20078                  20078          43.99              2.51                 87.38                11                 3239          33   142    6    0    0    0   
  metabat.284.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           86.38            9.79              37.50               4145527                0               595          595            8349             8349                  6967                       6967                    39698                  39698          65.94              2.08                 89.18                11                 4345          62   249    37   1    0    0   
  metabat.459.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           86.34            1.58              66.67               3924920                0               492          492            9976             9976                  7977                       7977                    51057                  51057          48.66              2.03                 84.99                11                 3888          29   212    6    0    0    0   
  metabat.375_sub.contigs         k__Bacteria (UID203)            5449        104            58           86.21            3.76               0.00               2262579                0               164          164           22330            22330                 13796                      13796                    93103                  93103          50.73              1.71                 91.56                11                 2412          22    68    14   0    0    0   
  metabat.171.contigs            k__Bacteria (UID2495)            2993        147            91           86.08            7.96              54.55               2886393                0               574          574            5091             5091                  5028                       5028                    27479                  27479          63.11              1.55                 92.87                11                 3098          14   122    11   0    0    0   
  metabat.37.contigs        c__Alphaproteobacteria (UID3305)      564         349           230           86.02           18.03              22.41               5314385                0               904          904            6796             6796                  5878                       5878                    32620                  32620          63.59              2.44                 89.22                11                 5695          38   257    52   2    0    0   
  metabat.438.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           85.69           13.26              14.08               3753616                0               599          599            7537             7537                  6266                       6266                    56647                  56647          58.59              3.00                 94.04                11                 3959          78   403    59   4    0    0   
  metabat.158.contigs            k__Bacteria (UID3187)            2258        190           119           85.62            1.77               0.00               1997538                0               320          320            7145             7145                  6242                       6242                    32186                  32186          61.28              2.36                 90.97                11                 2139          36   150    4    0    0    0   
  metabat.261.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           85.60            5.84              17.24               3217942                0               467          467            7818             7818                  6890                       6890                    33007                  33007          51.91              2.60                 87.27                11                 3369          76   443    23   2    0    0   
  metabat.441.contigs            s__algicola (UID2846)             47         571           303           85.43            9.60              26.67               2942695                0               407          407            8805             8805                  7230                       7230                    34405                  34405          35.59              1.33                 92.01                11                 3106          75   446    45   5    0    0   
  metabat.373.contigs       c__Gammaproteobacteria (UID4274)      112         581           290           85.26            6.05              16.22               2477463                0               329          329            9654             9654                  7530                       7530                    39070                  39070          39.08              1.60                 89.15                11                 2823         103   443    34   1    0    0   
  maxbin.0066_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           85.20           17.84              12.82               9021674                0               2318         2318           5667             5667                  3892                       3892                    34637                  34637          49.48              4.58                 82.49                11                 9653          32   180    33   2    0    0   
  metabat.168_sub.contigs         k__Bacteria (UID203)            5449        102            56           84.81           17.13               4.17               5355349                0               996          996            6153             6153                  5376                       5376                    26417                  26417          49.07              4.16                 84.13                11                 5385          24    59    18   0    1    0   
  metabat.215.contigs           o__Rhizobiales (UID3447)          356         416           249           84.70            4.05              29.41               3307093                0               532          532            7151             7151                  6216                       6216                    33404                  33404          61.79              2.17                 90.05                11                 3588          77   322    17   0    0    0   
  maxbin.0268_sub.contigs        k__Bacteria (UID1453)            901         171           117           84.62           34.12               5.08               6353667                0               2663         2663           2683             2683                  2385                       2385                    14081                  14081          65.99              4.34                 92.13                11                 7799          37    94    32   7    1    0   
  metabat.102.contigs            k__Bacteria (UID3187)            2258        188           117           84.40           11.97               5.00               6834818                0               1392         1392           5020             5020                  4910                       4910                    26469                  26469          54.86              2.08                 86.52                11                 7260          19   158    8    2    1    0   
  metabat.219_sub.contigs   c__Alphaproteobacteria (UID3305)      564         349           230           84.24            5.90              33.33               5119976                0               774          774            7832             7832                  6614                       6614                    40632                  40632          62.43              3.00                 88.39                11                 5382          58   273    18   0    0    0   
  metabat.241.contigs              k__Archaea (UID2)              207         149           107           84.11            3.81               0.00               2016532                0               300          300            7775             7775                  6721                       6721                    47316                  47316          43.66              2.19                 86.94                11                 2335          20   124    4    1    0    0   
  maxbin.0539_sub.contigs     p__Proteobacteria (UID3214)         2231        190           119           84.00           21.62               6.52               5236648                0               1040         1040           9156             9156                  5035                       5035                    52517                  52517          61.99              3.20                 91.08                11                 5563          52   110    24   2    1    1   
  metabat.225_sub.contigs         k__Bacteria (UID203)            5449        104            58           83.23           10.20               0.00               5669098                0               787          787           10686            10686                  7203                       7203                    65675                  65675          61.76              1.62                 89.32                11                 6114          19    65    20   0    0    0   
  metabat.239_sub.contigs   c__Gammaproteobacteria (UID4267)      119         544           284           83.10           36.07              30.17               5517909                0               1016         1016           5971             5971                  5431                       5431                    29026                  29026          59.58              1.87                 84.27                11                 6061          79   291   153   17   3    1   
  128_sub.contigs           c__Gammaproteobacteria (UID4267)      119         544           284           82.93           59.09               1.06               6468678                0               727          727           10171            10171                  8897                       8897                    70801                  70801          62.05              2.40                 91.27                11                 6408          88   245   150   49   10   2   
  metabat.450.contigs              k__Archaea (UID2)              207         149           107           82.87            6.15              50.00               3072140                0               431          431            8656             8656                  7127                       7127                    45399                  45399          45.99              1.32                 90.97                11                 3386          26   115    7    1    0    0   
  metabat.98.contigs            o__Rhizobiales (UID3447)          356         416           249           82.63            3.60               6.25               3881264                0               584          584            7955             7955                  6646                       6646                    41086                  41086          51.15              3.19                 86.43                11                 4020          72   330    13   1    0    0   
  metabat.457.contigs        f__Rhodobacteraceae (UID3340)         84         568           330           82.59           11.25              46.05               4017057                0               723          723            6003             6003                  5556                       5556                    55229                  55229          59.81              1.87                 90.63                11                 4619          96   406    61   5    0    0   
  metabat.285_sub.contigs   c__Gammaproteobacteria (UID4274)      112         581           290           82.58            4.91              34.78               3440341                0               550          550            7559             7559                  6255                       6255                    37073                  37073          57.34              3.10                 86.27                11                 3458          91   467    23   0    0    0   
  229_sub.contigs           c__Deltaproteobacteria (UID3216)       83         247           155           82.57           56.02               0.71               6550386                0               1688         1688           4162             4162                  3880                       3880                    22578                  22578          65.15              2.23                 94.04                11                 7209          40   116    69   20   2    0   
  metabat.340.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           82.37            4.07              55.56               2266851                0               304          304            9474             9474                  7456                       7456                    41164                  41164          46.01              1.98                 87.88                11                 2272         102   424    18   0    0    0   
  46.contigs                c__Alphaproteobacteria (UID3305)      564         349           230           82.33            7.68              28.57               4732039                0               1031         1031           5669             5669                  4589                       4589                    25436                  25436          66.79              2.57                 88.38                11                 5342          63   258    28   0    0    0   
  metabat.121.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           82.30           15.98              11.90               5260625                0               942          942            6292             6292                  5584                       5584                    25044                  25044          61.40              1.58                 91.21                11                 5727         107   371    57   9    0    0   
  metabat.27.contigs           o__Cytophagales (UID2936)           47         454           336           82.24            2.53               9.09               4085706                0               679          679            6927             6927                  6017                       6017                    37834                  37834          45.05              1.72                 92.20                11                 4230          70   375    8    1    0    0   
  metabat.427_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           82.14            4.00              27.27               5248055                0               834          834            7239             7239                  6292                       6292                    40025                  40025          58.48              3.24                 85.48                11                 5192          56   180    11   0    0    0   
  metabat.62.contigs        c__Gammaproteobacteria (UID4443)      356         451           270           82.04           12.41               6.90               5147239                0               779          779            8136             8136                  6607                       6607                    37834                  37834          63.94              1.40                 92.29                11                 5504          68   335    43   5    0    0   
  metabat.179.contigs            k__Bacteria (UID1453)            901         171           117           81.88            7.91               5.26               3676982                0               664          664            6085             6085                  5537                       5537                    30894                  30894          63.01              1.12                 92.44                11                 4065          30   124    16   1    0    0   
  metabat.16.contigs        c__Gammaproteobacteria (UID4267)      119         544           284           81.48           13.90              38.82               3001675                0               529          529            6423             6423                  5674                       5674                    28930                  28930          61.00              1.42                 93.03                11                 3197          92   377    70   5    0    0   
  metabat.218.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           81.15           16.69               2.17               7206454                0               1217         1217           7058             7058                  5921                       5921                    27596                  27596          64.60              2.05                 87.99                11                 7403          94   374    68   8    0    0   
  metabat.336.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           80.19           11.99              15.62               6109372                0               1025         1025           6646             6646                  5960                       5960                    32851                  32851          48.71              2.34                 84.28                11                 6050          46   175    23   3    0    0   
  metabat.397.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           80.03           15.87              16.46               4782352                0               659          659            8947             8947                  7256                       7256                    42471                  42471          66.66              2.28                 88.65                11                 4928          61   240    36   11   0    1   
  326_sub.contigs                k__Bacteria (UID3187)            2258        190           119           79.89           35.69               0.00               7557144                0               1211         1211           6911             6911                  6240                       6240                    26717                  26717          69.06              2.31                 90.94                11                 7890          43    96    46   5    0    0   
  metabat.57_sub.contigs        o__Rhizobiales (UID3447)          356         416           249           79.89            8.28              19.51               4112762                0               686          686            7269             7269                  5995                       5995                    30039                  30039          58.20              3.21                 90.14                11                 4461          90   294    31   0    0    1   
  metabat.155.contigs       c__Gammaproteobacteria (UID4444)      263         503           230           79.73            7.25              14.89               3605727                0               467          467           10174            10174                  7721                       7721                    29978                  29978          63.36              1.52                 93.01                11                 3636         125   341    32   5    0    0   
  metabat.263.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           79.61            6.51              26.09               3627803                0               515          515            8785             8785                  7044                       7044                    46535                  46535          58.34              1.57                 92.22                11                 3851         110   401    28   4    1    0   
  metabat.101.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           79.33            4.46               8.00               3679655                0               427          427           12792            12792                  8617                       8617                    54033                  54033          60.42              1.45                 91.87                11                 3637         108   415    19   2    0    0   
  metabat.399.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           79.16            4.97              50.00               4349206                0               436          436           13500            13500                  9975                       9975                    75828                  75828          70.31              2.21                 91.79                11                 4575          74   163    10   0    0    0   
  metabat.191.contigs       c__Gammaproteobacteria (UID4267)      119         544           284           78.05            5.11              50.00               3006097                0               568          568            5671             5671                  5292                       5292                    25812                  25812          64.13              1.91                 92.25                11                 3236         100   418    25   1    0    0   
